transaction_id,date,item
A_TXN_0183,2023-03-05,The Witcher 3: Blood and Wine DLC
A_TXN_0183,2023-03-05,The Witcher 3
A_TXN_0184,2023-06-03,Hollow Knight
A_TXN_0185,2023-12-08,Red Dead Redemption 2
A_TXN_0185,2023-12-08,Hades OST
A_TXN_0186,2023-07-26,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0186,2023-07-26,Hades OST
A_TXN_0187,2023-10-11,God of War
A_TXN_0187,2023-10-11,Civilization VI: New Frontier Pass
A_TXN_0187,2023-10-11,Terraria
A_TXN_0187,2023-10-11,Ghost of Tsushima
A_TXN_0188,2023-08-04,Hades
A_TXN_0188,2023-08-04,Counter-Strike 2
A_TXN_0188,2023-08-04,Celeste
A_TXN_0189,2023-03-31,Counter-Strike 2
A_TXN_0189,2023-03-31,Horizon Zero Dawn
A_TXN_0189,2023-03-31,God of War
A_TXN_0189,2023-03-31,Overwatch 2
A_TXN_0190,2023-11-12,Hades
A_TXN_0190,2023-11-12,Death Stranding
A_TXN_0190,2023-11-12,The Witcher 3
A_TXN_0191,2023-07-27,God of War
A_TXN_0191,2023-07-27,Celeste
A_TXN_0192,2023-01-01,Hollow Knight
A_TXN_0192,2023-01-01,Cyberpunk 2077
A_TXN_0192,2023-01-01,Apex Legends
A_TXN_0193,2023-06-14,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0193,2023-06-14,Cyberpunk 2077
A_TXN_0193,2023-06-14,Elden Ring
A_TXN_0194,2023-08-15,Cities: Skylines
A_TXN_0194,2023-08-15,Total War: Warhammer III
A_TXN_0194,2023-08-15,Counter-Strike 2
A_TXN_0194,2023-08-15,Terraria
A_TXN_0194,2023-08-15,Call of Duty MW3
A_TXN_0194,2023-08-15,Ghost of Tsushima
A_TXN_0194,2023-08-15,Hades
A_TXN_0195,2023-12-12,Civilization VI: New Frontier Pass
A_TXN_0195,2023-12-12,Apex Legends
A_TXN_0196,2023-08-31,The Witcher 3
A_TXN_0196,2023-08-31,Cyberpunk 2077 OST
A_TXN_0196,2023-08-31,Civilization VI
A_TXN_0196,2023-08-31,Cyberpunk 2077
A_TXN_0197,2023-03-28,Celeste
A_TXN_0197,2023-03-28,Planet Coaster
A_TXN_0197,2023-03-28,The Witcher 3
A_TXN_0197,2023-03-28,God of War
A_TXN_0197,2023-03-28,Civilization VI
A_TXN_0197,2023-03-28,Cyberpunk 2077
A_TXN_0198,2023-05-26,Horizon Zero Dawn
A_TXN_0198,2023-05-26,God of War
A_TXN_0198,2023-05-26,Cities: Skylines
A_TXN_0198,2023-05-26,Terraria
A_TXN_0199,2023-09-21,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0199,2023-09-21,Valorant
A_TXN_0199,2023-09-21,Apex Legends
A_TXN_0200,2023-12-06,Counter-Strike 2
A_TXN_0200,2023-12-06,Overwatch 2
A_TXN_0200,2023-12-06,Call of Duty MW3
A_TXN_0200,2023-12-06,Valorant
A_TXN_0201,2023-11-21,Battlefield 2042
A_TXN_0201,2023-11-21,The Witcher 3: Blood and Wine DLC
A_TXN_0201,2023-11-21,Death Stranding
A_TXN_0201,2023-11-21,Valorant
A_TXN_0202,2023-02-17,The Witcher 3: Blood and Wine DLC
A_TXN_0202,2023-02-17,Stardew Valley
A_TXN_0202,2023-02-17,The Witcher 3
A_TXN_0203,2023-04-26,Cities: Skylines
A_TXN_0203,2023-04-26,Hollow Knight
A_TXN_0203,2023-04-26,Stardew Valley
A_TXN_0203,2023-04-26,Hades
A_TXN_0203,2023-04-26,The Witcher 3
A_TXN_0203,2023-04-26,Apex Legends
A_TXN_0204,2023-03-17,Cities: Skylines
A_TXN_0204,2023-03-17,Counter-Strike 2
A_TXN_0204,2023-03-17,Civilization VI
A_TXN_0204,2023-03-17,Ghost of Tsushima
A_TXN_0204,2023-03-17,The Witcher 3
A_TXN_0205,2023-05-06,Hades
A_TXN_0205,2023-05-06,Celeste
A_TXN_0206,2023-11-09,Red Dead Redemption 2
A_TXN_0206,2023-11-09,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0206,2023-11-09,Apex Legends
A_TXN_0206,2023-11-09,Planet Coaster
A_TXN_0207,2023-11-19,The Witcher 3: Blood and Wine DLC
A_TXN_0207,2023-11-19,Cyberpunk 2077
A_TXN_0207,2023-11-19,The Witcher 3
A_TXN_0207,2023-11-19,Valorant
A_TXN_0208,2023-07-24,Among Us
A_TXN_0208,2023-07-24,Death Stranding
A_TXN_0208,2023-07-24,Cyberpunk 2077
A_TXN_0208,2023-07-24,The Witcher 3
A_TXN_0209,2023-02-24,Among Us
A_TXN_0209,2023-02-24,Stardew Valley
A_TXN_0209,2023-02-24,Stardew Valley OST
A_TXN_0209,2023-02-24,Terraria
A_TXN_0210,2023-04-23,God of War
A_TXN_0210,2023-04-23,Apex Legends
A_TXN_0210,2023-04-23,Ghost of Tsushima
A_TXN_0211,2023-12-23,Celeste
A_TXN_0211,2023-12-23,Valorant
A_TXN_0211,2023-12-23,Call of Duty MW3
A_TXN_0211,2023-12-23,Hades
A_TXN_0211,2023-12-23,Elden Ring OST
A_TXN_0212,2023-01-26,Celeste
A_TXN_0213,2023-03-10,Hades
A_TXN_0213,2023-03-10,Celeste
A_TXN_0213,2023-03-10,Elden Ring
A_TXN_0214,2023-12-08,Celeste
A_TXN_0214,2023-12-08,Terraria
A_TXN_0214,2023-12-08,Civilization VI: New Frontier Pass
A_TXN_0214,2023-12-08,Among Us
A_TXN_0214,2023-12-08,The Witcher 3
A_TXN_0215,2023-08-15,Hades
A_TXN_0215,2023-08-15,Overwatch 2
A_TXN_0215,2023-08-15,Celeste
A_TXN_0216,2023-09-16,Red Dead Redemption 2
A_TXN_0216,2023-09-16,Overwatch 2
A_TXN_0216,2023-09-16,Civilization VI: New Frontier Pass
A_TXN_0216,2023-09-16,Stardew Valley OST
A_TXN_0217,2023-03-23,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0217,2023-03-23,Cyberpunk 2077
A_TXN_0217,2023-03-23,The Witcher 3
A_TXN_0217,2023-03-23,Civilization VI: New Frontier Pass
A_TXN_0218,2023-05-07,Hades
A_TXN_0218,2023-05-07,Celeste
A_TXN_0218,2023-05-07,Valorant
A_TXN_0219,2023-11-23,Apex Legends
A_TXN_0220,2023-08-14,Apex Legends
A_TXN_0220,2023-08-14,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0220,2023-08-14,Cyberpunk 2077
A_TXN_0220,2023-08-14,Elden Ring
A_TXN_0221,2023-05-27,Hollow Knight
A_TXN_0221,2023-05-27,Hades
A_TXN_0222,2023-05-01,Civilization VI
A_TXN_0222,2023-05-01,Overwatch 2
A_TXN_0222,2023-05-01,Death Stranding
A_TXN_0222,2023-05-01,The Witcher 3
A_TXN_0222,2023-05-01,Apex Legends
A_TXN_0223,2023-05-20,Battlefield 2042
A_TXN_0224,2023-10-04,The Witcher 3: Blood and Wine DLC
A_TXN_0224,2023-10-04,The Witcher 3
A_TXN_0225,2023-03-19,Hades
A_TXN_0225,2023-03-19,Celeste
A_TXN_0226,2023-07-28,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0226,2023-07-28,Cyberpunk 2077
A_TXN_0226,2023-07-28,Elden Ring
A_TXN_0227,2023-02-01,Cyberpunk 2077 OST
A_TXN_0227,2023-02-01,God of War
A_TXN_0227,2023-02-01,Ghost of Tsushima
A_TXN_0228,2023-08-04,Counter-Strike 2
A_TXN_0228,2023-08-04,Valorant
A_TXN_0229,2023-10-27,Stardew Valley OST
A_TXN_0230,2023-10-22,Hades
A_TXN_0230,2023-10-22,Cyberpunk 2077
A_TXN_0230,2023-10-22,Hollow Knight
A_TXN_0231,2023-01-04,Horizon Zero Dawn
A_TXN_0231,2023-01-04,Call of Duty MW3
A_TXN_0231,2023-01-04,Elden Ring
A_TXN_0231,2023-01-04,The Witcher 3: Blood and Wine DLC
A_TXN_0232,2023-08-03,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0232,2023-08-03,Total War: Warhammer III
A_TXN_0232,2023-08-03,Cyberpunk 2077
A_TXN_0233,2023-10-07,Hollow Knight
A_TXN_0233,2023-10-07,Overwatch 2
A_TXN_0234,2023-04-23,God of War
A_TXN_0234,2023-04-23,Celeste
A_TXN_0235,2023-05-20,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0235,2023-05-20,Elden Ring
A_TXN_0236,2023-08-12,Valorant
A_TXN_0236,2023-08-12,Apex Legends
A_TXN_0236,2023-08-12,God of War
A_TXN_0236,2023-08-12,Stardew Valley
A_TXN_0236,2023-08-12,Ghost of Tsushima
A_TXN_0236,2023-08-12,Elden Ring
A_TXN_0237,2023-07-27,Terraria
A_TXN_0237,2023-07-27,Stardew Valley
A_TXN_0237,2023-07-27,Death Stranding
A_TXN_0237,2023-07-27,Elden Ring
A_TXN_0238,2023-03-26,Red Dead Redemption 2
A_TXN_0239,2023-11-15,Red Dead Redemption 2
A_TXN_0239,2023-11-15,God of War
A_TXN_0239,2023-11-15,Stardew Valley
A_TXN_0239,2023-11-15,Death Stranding
A_TXN_0240,2023-07-21,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0240,2023-07-21,Among Us
A_TXN_0241,2023-12-06,Counter-Strike 2
A_TXN_0241,2023-12-06,Terraria
A_TXN_0241,2023-12-06,Valorant
A_TXN_0241,2023-12-06,Horizon Zero Dawn
A_TXN_0242,2023-01-26,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0242,2023-01-26,Red Dead Redemption 2
A_TXN_0242,2023-01-26,Horizon Zero Dawn
A_TXN_0242,2023-01-26,The Witcher 3
A_TXN_0242,2023-01-26,Elden Ring
A_TXN_0243,2023-08-21,Horizon Zero Dawn
A_TXN_0243,2023-08-21,God of War
A_TXN_0243,2023-08-21,Ghost of Tsushima
A_TXN_0244,2023-06-17,Overwatch 2
A_TXN_0244,2023-06-17,Cities: Skylines
A_TXN_0244,2023-06-17,The Witcher 3: Blood and Wine DLC
A_TXN_0245,2023-07-14,God of War
A_TXN_0245,2023-07-14,Ghost of Tsushima
A_TXN_0246,2023-02-11,Hades
A_TXN_0246,2023-02-11,Hades OST
A_TXN_0247,2023-06-29,Stardew Valley
A_TXN_0247,2023-06-29,Among Us
A_TXN_0248,2023-02-05,Hollow Knight
A_TXN_0248,2023-02-05,Hades
A_TXN_0249,2023-11-30,Counter-Strike 2
A_TXN_0249,2023-11-30,Elden Ring OST
A_TXN_0250,2023-01-11,The Witcher 3: Blood and Wine DLC
A_TXN_0250,2023-01-11,Cyberpunk 2077
A_TXN_0250,2023-01-11,The Witcher 3
A_TXN_0250,2023-01-11,Elden Ring
A_TXN_0251,2023-11-15,Cities: Skylines
A_TXN_0251,2023-11-15,Overwatch 2
A_TXN_0251,2023-11-15,Call of Duty MW3
A_TXN_0251,2023-11-15,The Witcher 3: Blood and Wine DLC
A_TXN_0251,2023-11-15,Elden Ring
A_TXN_0252,2023-03-06,Hollow Knight
A_TXN_0252,2023-03-06,Hades
A_TXN_0253,2023-02-28,Planet Coaster
A_TXN_0253,2023-02-28,The Witcher 3
A_TXN_0253,2023-02-28,Ghost of Tsushima
A_TXN_0254,2023-04-22,Celeste
A_TXN_0254,2023-04-22,Hollow Knight
A_TXN_0254,2023-04-22,God of War
A_TXN_0254,2023-04-22,Ghost of Tsushima
A_TXN_0254,2023-04-22,The Witcher 3: Blood and Wine DLC
A_TXN_0254,2023-04-22,The Witcher 3
A_TXN_0254,2023-04-22,Elden Ring
A_TXN_0255,2023-05-12,Hollow Knight
A_TXN_0255,2023-05-12,Stardew Valley
A_TXN_0256,2023-03-27,Horizon Zero Dawn
A_TXN_0256,2023-03-27,The Witcher 3
A_TXN_0256,2023-03-27,Elden Ring
A_TXN_0256,2023-03-27,The Witcher 3: Blood and Wine DLC
A_TXN_0257,2023-03-25,Overwatch 2
A_TXN_0257,2023-03-25,Terraria
A_TXN_0257,2023-03-25,God of War
A_TXN_0257,2023-03-25,Hades
A_TXN_0257,2023-03-25,The Witcher 3: Blood and Wine DLC
A_TXN_0258,2023-06-09,Battlefield 2042
A_TXN_0258,2023-06-09,Cyberpunk 2077
A_TXN_0259,2023-06-09,Total War: Warhammer III
A_TXN_0259,2023-06-09,Civilization VI
A_TXN_0259,2023-06-09,Civilization VI: New Frontier Pass
A_TXN_0260,2023-04-12,Hades
A_TXN_0260,2023-04-12,Celeste
A_TXN_0261,2023-12-20,Counter-Strike 2
A_TXN_0261,2023-12-20,Valorant
A_TXN_0262,2023-11-18,Among Us
A_TXN_0262,2023-11-18,Apex Legends
A_TXN_0263,2023-12-23,Hades
A_TXN_0263,2023-12-23,Celeste
A_TXN_0264,2023-12-17,Civilization VI: New Frontier Pass
A_TXN_0264,2023-12-17,Terraria
A_TXN_0265,2023-03-03,Hades
A_TXN_0265,2023-03-03,Horizon Zero Dawn
A_TXN_0265,2023-03-03,Elden Ring
A_TXN_0265,2023-03-03,Ghost of Tsushima
A_TXN_0266,2023-10-17,Battlefield 2042
A_TXN_0267,2023-01-22,Red Dead Redemption 2
A_TXN_0267,2023-01-22,Total War: Warhammer III
A_TXN_0267,2023-01-22,Apex Legends
A_TXN_0268,2023-08-08,Among Us
A_TXN_0269,2023-02-05,Overwatch 2
A_TXN_0269,2023-02-05,Terraria
A_TXN_0269,2023-02-05,Ghost of Tsushima
A_TXN_0270,2023-06-24,Hades
A_TXN_0270,2023-06-24,Cities: Skylines
A_TXN_0270,2023-06-24,Terraria
A_TXN_0270,2023-06-24,Ghost of Tsushima
A_TXN_0271,2023-01-07,Red Dead Redemption 2
A_TXN_0271,2023-01-07,The Witcher 3: Blood and Wine DLC
A_TXN_0272,2023-09-08,Elden Ring OST
A_TXN_0273,2023-11-22,God of War
A_TXN_0273,2023-11-22,Ghost of Tsushima
A_TXN_0274,2023-08-24,Cities: Skylines
A_TXN_0274,2023-08-24,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0274,2023-08-24,Civilization VI
A_TXN_0275,2023-08-11,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0275,2023-08-11,Terraria
A_TXN_0275,2023-08-11,Ghost of Tsushima
A_TXN_0276,2023-04-01,Elden Ring OST
A_TXN_0276,2023-04-01,Death Stranding
A_TXN_0276,2023-04-01,Stardew Valley OST
A_TXN_0277,2023-11-30,Among Us
A_TXN_0278,2023-10-03,Celeste
A_TXN_0278,2023-10-03,God of War
A_TXN_0278,2023-10-03,Ghost of Tsushima
A_TXN_0278,2023-10-03,The Witcher 3: Blood and Wine DLC
A_TXN_0278,2023-10-03,Elden Ring
A_TXN_0279,2023-08-27,Counter-Strike 2
A_TXN_0279,2023-08-27,Civilization VI: New Frontier Pass
A_TXN_0279,2023-08-27,Hades OST
A_TXN_0280,2023-08-12,Counter-Strike 2
A_TXN_0280,2023-08-12,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0280,2023-08-12,Planet Coaster
A_TXN_0280,2023-08-12,Call of Duty MW3
A_TXN_0280,2023-08-12,Hades
A_TXN_0280,2023-08-12,Elden Ring
A_TXN_0281,2023-05-06,The Witcher 3: Blood and Wine DLC
A_TXN_0281,2023-05-06,Cyberpunk 2077
A_TXN_0281,2023-05-06,The Witcher 3
A_TXN_0282,2023-02-14,Terraria
A_TXN_0283,2023-08-19,Stardew Valley
A_TXN_0283,2023-08-19,Among Us
A_TXN_0284,2023-08-26,Counter-Strike 2
A_TXN_0284,2023-08-26,Valorant
A_TXN_0285,2023-12-09,Counter-Strike 2
A_TXN_0285,2023-12-09,Cities: Skylines
A_TXN_0285,2023-12-09,Stardew Valley
A_TXN_0286,2023-04-04,Hollow Knight
A_TXN_0286,2023-04-04,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0286,2023-04-04,Hades
A_TXN_0286,2023-04-04,Death Stranding
A_TXN_0286,2023-04-04,Elden Ring
A_TXN_0287,2023-07-01,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0287,2023-07-01,Cyberpunk 2077
A_TXN_0288,2023-06-24,Cities: Skylines
A_TXN_0288,2023-06-24,Elden Ring OST
A_TXN_0288,2023-06-24,Stardew Valley OST
A_TXN_0289,2023-11-02,Total War: Warhammer III
A_TXN_0289,2023-11-02,Civilization VI
A_TXN_0290,2023-12-26,Call of Duty MW3
A_TXN_0290,2023-12-26,Stardew Valley
A_TXN_0291,2023-10-12,Total War: Warhammer III
A_TXN_0291,2023-10-12,Stardew Valley OST
A_TXN_0291,2023-10-12,Valorant
A_TXN_0291,2023-10-12,Civilization VI
A_TXN_0291,2023-10-12,Overwatch 2
A_TXN_0292,2023-01-06,Red Dead Redemption 2
A_TXN_0292,2023-01-06,Apex Legends
A_TXN_0293,2023-04-08,Counter-Strike 2
A_TXN_0293,2023-04-08,Death Stranding
A_TXN_0294,2023-12-20,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0294,2023-12-20,Elden Ring
A_TXN_0295,2023-09-01,Total War: Warhammer III
A_TXN_0295,2023-09-01,Valorant
A_TXN_0295,2023-09-01,Terraria
A_TXN_0295,2023-09-01,Horizon Zero Dawn
A_TXN_0295,2023-09-01,Red Dead Redemption 2
A_TXN_0295,2023-09-01,Overwatch 2
A_TXN_0295,2023-09-01,Elden Ring OST
A_TXN_0296,2023-09-09,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0296,2023-09-09,Elden Ring OST
A_TXN_0297,2023-07-27,Hades
A_TXN_0297,2023-07-27,Celeste
A_TXN_0297,2023-07-27,Hollow Knight
A_TXN_0298,2023-06-06,Stardew Valley OST
A_TXN_0299,2023-07-08,Elden Ring OST
A_TXN_0299,2023-07-08,Stardew Valley
A_TXN_0300,2023-08-31,Battlefield 2042
A_TXN_0300,2023-08-31,God of War
A_TXN_0300,2023-08-31,Death Stranding
A_TXN_0301,2023-10-09,Horizon Zero Dawn
A_TXN_0301,2023-10-09,God of War
A_TXN_0302,2023-06-19,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0302,2023-06-19,Cyberpunk 2077
A_TXN_0302,2023-06-19,Apex Legends
A_TXN_0302,2023-06-19,Hades OST
A_TXN_0303,2023-08-21,Stardew Valley OST
A_TXN_0303,2023-08-21,Valorant
A_TXN_0303,2023-08-21,Terraria
A_TXN_0303,2023-08-21,God of War
A_TXN_0303,2023-08-21,Civilization VI
A_TXN_0304,2023-05-09,Cities: Skylines
A_TXN_0304,2023-05-09,Planet Coaster
A_TXN_0305,2023-04-29,Hollow Knight
A_TXN_0305,2023-04-29,Death Stranding
A_TXN_0306,2023-04-09,Hades
A_TXN_0306,2023-04-09,Red Dead Redemption 2
A_TXN_0306,2023-04-09,Celeste
A_TXN_0307,2023-10-02,Cyberpunk 2077 OST
A_TXN_0307,2023-10-02,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0307,2023-10-02,God of War
A_TXN_0307,2023-10-02,Ghost of Tsushima
A_TXN_0307,2023-10-02,The Witcher 3
A_TXN_0308,2023-12-20,Cities: Skylines
A_TXN_0308,2023-12-20,Valorant
A_TXN_0308,2023-12-20,Hollow Knight
A_TXN_0308,2023-12-20,Stardew Valley
A_TXN_0308,2023-12-20,Red Dead Redemption 2
A_TXN_0309,2023-04-21,God of War
A_TXN_0309,2023-04-21,Ghost of Tsushima
A_TXN_0310,2023-09-05,Battlefield 2042
A_TXN_0310,2023-09-05,Red Dead Redemption 2
A_TXN_0310,2023-09-05,Death Stranding
A_TXN_0310,2023-09-05,Terraria
A_TXN_0311,2023-10-29,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0311,2023-10-29,Elden Ring
A_TXN_0312,2023-09-26,Hades
A_TXN_0312,2023-09-26,Call of Duty MW3
A_TXN_0312,2023-09-26,Planet Coaster
A_TXN_0313,2023-02-21,Celeste
A_TXN_0313,2023-02-21,Terraria
A_TXN_0314,2023-06-01,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0314,2023-06-01,Cities: Skylines
A_TXN_0315,2023-04-02,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0315,2023-04-02,Among Us
A_TXN_0315,2023-04-02,Elden Ring
A_TXN_0316,2023-12-29,Hades
A_TXN_0316,2023-12-29,Stardew Valley
A_TXN_0316,2023-12-29,Civilization VI
A_TXN_0316,2023-12-29,Terraria
A_TXN_0317,2023-05-21,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0317,2023-05-21,Cyberpunk 2077
A_TXN_0318,2023-11-23,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0318,2023-11-23,Planet Coaster
A_TXN_0318,2023-11-23,Elden Ring OST
A_TXN_0318,2023-11-23,The Witcher 3
A_TXN_0318,2023-11-23,Elden Ring
A_TXN_0319,2023-09-09,Apex Legends
A_TXN_0320,2023-05-26,Horizon Zero Dawn
A_TXN_0320,2023-05-26,God of War
A_TXN_0320,2023-05-26,Cities: Skylines
A_TXN_0320,2023-05-26,Ghost of Tsushima
A_TXN_0321,2023-08-29,Battlefield 2042
A_TXN_0321,2023-08-29,Counter-Strike 2
A_TXN_0321,2023-08-29,Hades
A_TXN_0321,2023-08-29,Elden Ring
A_TXN_0322,2023-05-10,Cyberpunk 2077 OST
A_TXN_0322,2023-05-10,Total War: Warhammer III
A_TXN_0322,2023-05-10,Terraria
A_TXN_0322,2023-05-10,Hollow Knight
A_TXN_0322,2023-05-10,Stardew Valley
A_TXN_0322,2023-05-10,Ghost of Tsushima
A_TXN_0322,2023-05-10,Red Dead Redemption 2
A_TXN_0323,2023-07-25,Stardew Valley
A_TXN_0323,2023-07-25,Civilization VI: New Frontier Pass
A_TXN_0324,2023-10-23,Civilization VI
A_TXN_0324,2023-10-23,Civilization VI: New Frontier Pass
A_TXN_0325,2023-06-05,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0325,2023-06-05,Cyberpunk 2077
A_TXN_0325,2023-06-05,Cyberpunk 2077 OST
A_TXN_0326,2023-05-08,Stardew Valley
A_TXN_0326,2023-05-08,Among Us
A_TXN_0327,2023-08-02,Hades
A_TXN_0327,2023-08-02,Celeste
A_TXN_0328,2023-09-25,Hades
A_TXN_0328,2023-09-25,Celeste
A_TXN_0329,2023-08-15,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0329,2023-08-15,Cyberpunk 2077
A_TXN_0330,2023-10-29,Counter-Strike 2
A_TXN_0330,2023-10-29,Call of Duty MW3
A_TXN_0330,2023-10-29,Civilization VI
A_TXN_0330,2023-10-29,Hades OST
A_TXN_0330,2023-10-29,Hades
A_TXN_0330,2023-10-29,The Witcher 3
A_TXN_0330,2023-10-29,Elden Ring
A_TXN_0331,2023-06-06,Overwatch 2
A_TXN_0331,2023-06-06,Stardew Valley OST
A_TXN_0331,2023-06-06,Terraria
A_TXN_0331,2023-06-06,Ghost of Tsushima
A_TXN_0332,2023-10-19,Overwatch 2
A_TXN_0332,2023-10-19,God of War
A_TXN_0333,2023-11-09,Red Dead Redemption 2
A_TXN_0333,2023-11-09,Death Stranding
A_TXN_0333,2023-11-09,Stardew Valley
A_TXN_0333,2023-11-09,Terraria
A_TXN_0334,2023-02-20,Elden Ring OST
A_TXN_0334,2023-02-20,The Witcher 3
A_TXN_0335,2023-04-17,Overwatch 2
A_TXN_0335,2023-04-17,Elden Ring OST
A_TXN_0336,2023-05-16,Stardew Valley OST
A_TXN_0336,2023-05-16,Valorant
A_TXN_0336,2023-05-16,Ghost of Tsushima
A_TXN_0337,2023-03-22,The Witcher 3: Blood and Wine DLC
A_TXN_0337,2023-03-22,Death Stranding
A_TXN_0338,2023-12-19,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0338,2023-12-19,The Witcher 3
A_TXN_0338,2023-12-19,Elden Ring
A_TXN_0339,2023-11-01,Call of Duty MW3
A_TXN_0339,2023-11-01,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0339,2023-11-01,Apex Legends
A_TXN_0340,2023-05-28,Total War: Warhammer III
A_TXN_0340,2023-05-28,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0340,2023-05-28,God of War
A_TXN_0340,2023-05-28,Stardew Valley
A_TXN_0340,2023-05-28,Horizon Zero Dawn
A_TXN_0340,2023-05-28,The Witcher 3
A_TXN_0341,2023-12-26,Civilization VI: New Frontier Pass
A_TXN_0342,2023-02-06,Cities: Skylines
A_TXN_0342,2023-02-06,Call of Duty MW3
A_TXN_0342,2023-02-06,The Witcher 3
A_TXN_0343,2023-05-16,Terraria
A_TXN_0344,2023-11-17,Horizon Zero Dawn
A_TXN_0344,2023-11-17,Call of Duty MW3
A_TXN_0345,2023-04-12,Celeste
A_TXN_0346,2023-10-06,Counter-Strike 2
A_TXN_0346,2023-10-06,Cities: Skylines
A_TXN_0347,2023-01-31,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0347,2023-01-31,The Witcher 3
A_TXN_0347,2023-01-31,Elden Ring OST
A_TXN_0347,2023-01-31,Cyberpunk 2077
A_TXN_0347,2023-01-31,Elden Ring
A_TXN_0348,2023-06-07,Counter-Strike 2
A_TXN_0348,2023-06-07,Valorant
A_TXN_0349,2023-08-13,Hades
A_TXN_0349,2023-08-13,Counter-Strike 2
A_TXN_0350,2023-12-19,Total War: Warhammer III
A_TXN_0350,2023-12-19,Elden Ring: Shadow of the Erdtree DLC
A_TXN_0350,2023-12-19,Elden Ring
A_TXN_0351,2023-06-05,Call of Duty MW3
A_TXN_0352,2023-12-25,Death Stranding
A_TXN_0353,2023-08-13,Celeste
A_TXN_0353,2023-08-13,Battlefield 2042
A_TXN_0353,2023-08-13,The Witcher 3
A_TXN_0353,2023-08-13,Hades
A_TXN_0353,2023-08-13,The Witcher 3: Blood and Wine DLC
A_TXN_0353,2023-08-13,Among Us
A_TXN_0353,2023-08-13,Elden Ring
A_TXN_0354,2023-02-11,Battlefield 2042
A_TXN_0354,2023-02-11,Red Dead Redemption 2
A_TXN_0355,2023-01-14,Cyberpunk 2077
A_TXN_0355,2023-01-14,Elden Ring
A_TXN_0356,2023-10-22,The Witcher 3
A_TXN_0356,2023-10-22,Elden Ring
A_TXN_0357,2023-01-11,Cities: Skylines
A_TXN_0357,2023-01-11,Terraria
A_TXN_0357,2023-01-11,Horizon Zero Dawn
A_TXN_0358,2023-12-11,Red Dead Redemption 2
A_TXN_0359,2023-10-23,Among Us
A_TXN_0359,2023-10-23,Elden Ring
A_TXN_0359,2023-10-23,Civilization VI: New Frontier Pass
A_TXN_0360,2023-03-31,Hollow Knight
A_TXN_0360,2023-03-31,Hades
A_TXN_0361,2023-11-30,Cities: Skylines
A_TXN_0361,2023-11-30,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0361,2023-11-30,Among Us
A_TXN_0361,2023-11-30,Cyberpunk 2077
A_TXN_0362,2023-05-23,Red Dead Redemption 2
A_TXN_0362,2023-05-23,Cities: Skylines
A_TXN_0363,2023-10-27,Cities: Skylines
A_TXN_0363,2023-10-27,Hollow Knight
A_TXN_0363,2023-10-27,Stardew Valley
A_TXN_0363,2023-10-27,Hades
A_TXN_0363,2023-10-27,Overwatch 2
A_TXN_0364,2023-02-16,Red Dead Redemption 2
A_TXN_0364,2023-02-16,Civilization VI
A_TXN_0364,2023-02-16,Civilization VI: New Frontier Pass
A_TXN_0365,2023-07-29,Ghost of Tsushima
A_TXN_0366,2023-12-10,Cyberpunk 2077: Phantom Liberty DLC
A_TXN_0366,2023-12-10,Cyberpunk 2077
A_TXN_0367,2023-03-24,Hades
A_TXN_0367,2023-03-24,Hades OST
A_TXN_0368,2023-05-28,God of War
A_TXN_0368,2023-05-28,Ghost of Tsushima
A_TXN_0369,2023-01-19,Battlefield 2042
A_TXN_0369,2023-01-19,Stardew Valley
A_TXN_0369,2023-01-19,Among Us
A_TXN_0369,2023-01-19,Hollow Knight
A_TXN_0370,2023-06-11,Stardew Valley OST
